texto_review,sentimento
"Fiz o pedido 20/12 e recebi 18/01, ñ deu tempo de usar o suficiente, pois o sistema está pedindo atualizações",Neutro
Produto de excelente qualidade. Parceiro confiável. Preço imbatível. Show!!!,Positivo
Produto excelente e entregue antes do prazo previsto.,Positivo
"Gostei e recomendo o produto. Prático para viajar, leve e não ocupa espaço.",Positivo
"Gostamos do produto, mas pensávamos que fossem 6 peças de cada item pelo preço que pagamos e não 4 apenas.",Neutro
Minha sobrinha amou a boneca!!! Super recomendo! Foi entregue bem antes do informado. Parabéns!!!,Positivo
"A furação para encaixe das facas é horrível, completamente inadequada. Nem minhas maiores facas couberam. São mal dimensionados. Para não jogar o dinheiro fora enfiei espuma nos buracos, mesmo colocando duas facas pequenas juntas elas ficam instáveis. Um completo desperdício.completamente inadequado a uso doméstico.",Negativo
"Gostei do produto, mas quando coloquei aso na parte de trás deu choque. Gostaria de saber o pq?",Negativo
"A cafeteira é como descrita e atende as expectativas. O aço é bom pra esta faixa de preço, não ficou escuro após 1 semana usando o produto. Recomendo café com média moagem.",Positivo
MINHA MESA CHEGOU QUEBRADA E VOCÊS ESTÃO ME ENROLANDO PRA TROCAR.  NUNCA MAIS COMPRO COM VOCÊS.  NUNCA VOU RECOMENDAR.  E PRA QUEM EU PUDER FALAR EU VOU FALAR PRA NUNCA COMPRAR NAS AMERICANAS.,Negativo
Excelente para segurança na cozinham ou em qualquer outro ambiente.,Positivo
"ESTOU DECEPICIONADO, ESTÃO ME PEDINDO PARA AVALIAR UM PRODUTO QUE EU NEM RECEBI. E JÁ PASSEI O CODIGO PARA SABER O MOTIVO  DA NÃO ENTREGA DO PRODUTO  E NÃO TIVE NENHUMA RESPROSTA",Negativo
"Produto satisfez minha necessidade, gostei do produto.",Neutro
"Produto bom"" porém não é muito grande...'esparva ter pelo menos os bolsos nas laterais igua na foto!",Negativo
"Produto veio fora da caixa, é horrível e a loja praticamente te ignora.",Negativo
"Ventilador bom,  atendeu as minhaa expectativa . Recomendaria. Mais a loja demorou muito pra entrega e quando entrei em contato com eles pra saber uma nova data de entrega,  não obtive retorno.",Neutro
Muito bom o aparelho  Chegou antes do prazo  Tudo OK,Positivo
"Difícil coloção, os desenhos ""não batem"". Enfim... Não recomendo. Fiquei muito muito insatisfeita. Dinheiro jogado fora.",Negativo
"chegou no dia combinado,não tive nenhum problema com o aparelho adorei o produto e como eu queria,obrigado.  Vocês estão de parabéns em atendimento",Positivo
não gostei pois gruda os alimentos não tem ante derencia  bonitas mas muito ruim não recomendo,Negativo
Não fez a diferença esperada. Desconforto continuou como antes.,Negativo
"As panelas Muito linda , Chegou rápido. A única coisa foi quando fui lavar a panela menor a tampa desmontou. Porém amei as panelas.",Positivo
"Atende ao que se propõe, mas é um produto de uso domestico, não seria suficiente para uso em ambiente maiores.",Neutro
Produto com qualidade e dentro do esperado pelas imagens vistas.,Positivo
Ele é melhor para pisos frios do que pisos de madeira.,Neutro
"Recomendo ,ajuda muito nos serviços domésticos, fácil  e prático",Positivo
"O produto chegou com atraso, houve problema e nao fui notificado. Ao ser questionado pelo site apos o prazo da entrega se eu tinha recebido o produto o qual nao tinha sido entregue fui informado do problema e me reenviaram o produto de forma rapida bem antes do novo prazo informado. Em relaçao ao produto ele e perfeito.",Neutro
Recomendo. Excelente eletrodoméstico. Me surpreendeu pela qualidade. Parabéns.,Positivo
Gostei do produto.Superou minhas expectativas.Entrega dentro do prazo previsto.,Neutro
"O produto é bom, só que não tem nada de igual na foto.",Neutro
"Celular intermediário com boa fluidez nas aplicações do dia a dia, se tivesse um pouco mais de memória RAM seria excelente... mas com apenas 2gb de RAM atende as tarefas do cotidiano sem problemas. A câmera também é muito boa, e o sensor de digital muito rápido na leitura para desbloquear, me impressionou. Recomendo a compra pelo custo-beneficio que o celular tem.",Neutro
"Minha esposa gostou,só não gostei da entrega,poderiam ter agilizado ,chegou quase 30 dias,mas recomendo.",Neutro
PORQUE NÃO RECEBI AINDA O PRODUTO COMO POSSO AVALIAR UM PRODUTO QUE NEM RECEBI  SÓ SEI DE UMA COISA VOU ENTRAR COM O RECURSO CONTRA A AMERICANAS.,Negativo
"Foi entregue antes do prazo,e está me satisfazendo plenamente.",Positivo
"TV com boa imagem mas nunca na vida (com mais de 50 anos) vi uma TV onde eu não possa controlar brilho e contraste. O controle remoto não tem no software da TV  a possibilidade de ajustes ao meu gosto. Ela só permite ajustes pré-definidos. Horrível isso. São tipos de imagens para esportes, cinema, teatro, isso e aquilo mas não posso diminuir o brilho e contraste ao meu gosto. E apenas uma USB. O que a Samsung tem na cabeça de colocar apenas uma saída USB quando, no momento, o que mais queremos é isso! Não posso ter um teclado e mouse sem fio com um Pendrive ao mesmo tempo. Não gostei.",Neutro
"produto bonito, mas a cor do lado liso vem diferente da foto, mais escura.",Neutro
"Em comparação com o outro que eu tinha de outa marca, ele gela menos a água.",Neutro
Comprei a boneca é chegou super rápido e é exatamente igual a do site ....uns dias atrás vi a mesma boneca numa loja física e estava R$100.00 mais caro ....sempre comprei no.site da americanas e nunca tive problemas ....já no site do Walmart tive várias contrações ....recomendo ....,Positivo
Muita linda! É uma boneca de qualidade e muito bem feita!,Positivo
"ELA É PERFEITA, O SOM É MARAVILHOSO. FINA E MUITO LEVE. FÁCIL DE NAVEGAR PELOS APLICATIVOS. O BOTÃO NETFLIX NO CONTROLE FACILITA MUITO A VIDA.",Positivo
"Boa potência, espaço interno, qualidade....Muito Top!",Positivo
Ótimo produto recomendo. Excelente produto.. Gostamos muito obrigado.,Positivo
Parabéns americanas ótimo aparelho chegou muito tempo antes!!  Ameiiii ♡,Positivo
"A estampa do kit é linda, porém a qualidade do tecido deixa muito a desejar, muiito aspero.",Negativo
Comprei para encher a piscina da minha filha e super fácil e rápido com essa bomba de ar recomendo!,Neutro
"Não usei ainda , mas atende o que esperava , Modelos variados , vai ser muito Útil.",Positivo
"O produto é o que a foto mostra. A taça é um pouco pesada, mas porque o vidro é reforçado. Chegou rápido e sem nenhum defeito.",Neutro
"Porcaria. A bateria dura menos de 10 minutos. Já recarreguei como recomendável, e em menos de 10 minutos as vezes menos de 5, acaba. Não comprem.",Negativo
"A medida não é a do site, a foto não se parece nem um pouco com produto. Tapete parece um papel de tão fino, a qualidade não é boa.",Negativo
"Super recomendado, pode comprar que não vai se arrepender.",Positivo
"Comprei esse leave in porque descobri que ele é liberado para a técnica low poo. Fiquei animada porque vi bons reviews dele online. Já usei algumas vezes e achei o efeito dele ok, mas não é o melhor finalizador que eu já usei. O cheiro também não é dos melhores, é meio artificial. Por esse preço, esperava um pouco mais... o lado bom é que ele rende bastante.",Neutro
"gostei muito do meu produto, chegou no prazo , super indico",Positivo
"Recebi uma panela amassada e uma sem um pedacinho do teflon. Caso compre, abra a caixa na hora pra conferir, pois depois eles não trocam. A caixa estava intacta e eu nunca imaginaria que pudesse estar amassada. Fiquei decepcionada com o sax da tramoTramontina.",Neutro
"Ótimo custo x benefício , alem de ser bonito, prazo de entrega ok !",Positivo
Tenho um multiprocessador da mesma marca que não tem mais peça de reposição que  tem mais de 25 anos fui obrigado a comprar este novo modelo que ao meu ver comparando é muito simples comparado a produtos produzido anteriormente pela marca!,Neutro
"Em certo momento do jogo, mais especificamente quando vou entrar em ""Nassau"" em uma das primeiras missões, o jogo simplesmente sai e vai para o Menu Xbox, já tentei reinstalar, excluir o jogo salvo, recomeçar desde o começo, tentar offline, porém de nada adiantou, não sei se o problema é a mídia em si que foi me entregue, porém foi minha primeira compra com o vendedor, e gostaria de alguma resposta.",Negativo
"por ser totalmente de TNT o forro e as prateleiras - ela acaba sendo totalmente flexivel e o não tem como pendurar cabides. é um produto prático e funcional, más pelas características do produto deixa à desejar.",Neutro
"Em termos de funcionalidade o produto é muito bom, mas o material dele n, em menos de um mês o inox da cesta e do coletor já estão descascando, mesmo tendo todo o cuidado de usar o lado macio da esponja.",Neutro
"produto bom chegou bem rapido , sim recomendo ao produto e a loja tambem .",Neutro
"Produto ótimo, recomendo entrega super rápida, ainda estou esperando outro aparelho!",Positivo
Cancelamento foi autorizado e não obtive estorno ainda.,Negativo
"nota 10, recomendo a compra. material fino. Ficou espetacular na cozinha",Positivo
"O livro em si, a história é muito bom, o material é um pouco ruim, veio um pouco descolada a capa, mas considerando o custo benefício valeu a pena.",Neutro
"Não sei se está acontecendo com todos  , mas fiz aquisição do produto  logo no começo da pre-venda ... mas a loja americana  ainda  afirma que produto  tem previsão de entrega 03/05 ,  mas de 20 dias depois do lançamento oficial...   Pergunto qual é o beneficio de comprar antecipado... se não vai receber o produto no dia do lançamento....",Negativo
"Nunca tive problemas com o atendimento das lojas Americanas, porém nesse caso eu so recebi mensagem de que tal dia vão ter uma solução e quando chega no dia a mensagem é novamente que tal dia será informado o procedimento, quero ver se dia 07.05.2018 vou receber a da data da troca do meu procuto, cada dia fica mais difícil ficar com tudo fora do lugar, por um erro no anuncio e o qual ainda continha errado ate a presente data, podendo fazer outras pessoas se prejudicarem.",Negativo
Nao chegou  Nao foi entregue Nao recebi Ainda n chegou em casa Como avaliar??????????))?????????,Negativo
"Loja péssima, não recomendo e não entrega o produto já faz 60 dias que comprei e nada, então não recomendo.",Negativo
"O Kit é bacana para quem quer um ponta pé inicial no tratamento da barba, pois é bem completo, particularmente eu trocaria a pomada capilar e o gel por mais um óleo e um balm respectivamente, pois estes uso muito pouco, mas como são produtos com longa data para vencimento depois é só repor apenas esses dois.",Positivo
Gostaria de saber se Este fone é bluetooth  ??????,Neutro
Quando comprei o produto não tinha nenhuma informação sobre a potência... tenho ate o print das telas .... então eles me enviaram um 220v.... fiz várias reclamações e até o momento eles não resolveram o meu problema que é a troca por um de 110v ou devolução.,Negativo
"Veja bem, o produto não é da mesma qualidade da jarra original, pois é bem mais frágil, possui espessura bem mais fina.  Quando desejamos comprar um produto dando-lhes a especificação completa, como por exemplo '' JARRA BRITÂNIA CP 15 INOX''  Esperamos que seja entregue a mesma jarra que acompanha a cafeteria, ou seja, do produto original.  Tanto é verdade, que a primeira jarra chegou quebrada. Entretanto, considerando o revés da primeira jarra vir quebrada, e mesmo assim vocês enviarem novamente outra resolvendo o problema de imediato, eu sem dúvida indicaria para outras pessoas.",Neutro
Um excelente jogo para quem gosta da série Souls/Borne ou para quem gosta de RPGs em geral e quer um desafio.,Positivo
"O microfone veio sem funcionar. Foi testado em 3 notebooks e em nenhum, funcionou.",Negativo
É legal mas as peças são muito minúsculas e difícil para manusear para brincar por causa do tamanho.,Negativo
Quanto ao produto nao da pra avaliar pois a tv ainda nao chegou apesar de quando vc vai fechar o frete eles dizerem que chegara em ate 9 dias úteis. quando rastreio o produto dizem que esta em transito e não dao mais satisfação. Serviço de enganação.,Negativo
Olá gostaria de saber qual a medida do produto? Altura? Largura? Profundidade?,Neutro
Gostei muito do produto. Não  tem as medidas dele.   Na ficha técnica.   E nem na descrição.,Neutro
"Relizei a compra em 24/11/2017 e no dia 04/12/2017 chegou o produto, ao receber fiz todos os procedimentos como manda o manual de instruções porém no dia 12/01/2018 o produto parou de gelar, as luzes de indicação ascende mas a água não sai mas gelada.",Negativo
Bonito designer. Marca o mesmo peso com pesagens sucessivas. Entrega super rápida.,Positivo
Otimo jogo porem deveria ter mais musicas e mais coreografia .,Positivo
A qualidade da imagem é 100 x melhor do que a  reprodução no cinema.,Positivo
"Veio com defeito. A temperatura ""Morna"" - que eu geralmente uso, pois não consome tanta energia quanto a ""Quente"" - não funciona!  Tem garantia, mas precisaria pagar encanador/eletricista para retirar, e depois novamente para recolocar. Só a mão de obra sairia quase o valor do produto!",Negativo
"Ótimo produto, Entrega rápida e produto em ótimo estado de conservação e qualidade.",Positivo
"A tv é boa, o som que é um pouco ruim, desrregulado.",Positivo
"Não recomendo pois achei pequeno, nao gostei do tamanho mas ele funciona normalmente sem nenhum problema procedi com a devolução por causa do tamanho não pela funcionalidade do mesmo",Neutro
"Produto excelente,as americanas como sempre arrasando na entrega... chegou em 4 dias...",Positivo
O produto é bom. A entrega antes do prazo. Recomendo,Positivo
"O PREÇO É BOM EM COMPARAÇÃO COM O MERCADO, MAS O PRAZO DE ENTREGA NÃO É CUMPRIDO.",Neutro
Muito bom gostei .vcs estao de parabens O produtos excelente entrega  muito rapido  obrigado,Positivo
"O livro é otimo. Porem a americanas.com agiu de má fé. Enviaram um exemplar reembalado que foi vendido como novo. Havia algumas pequenas avarias, como os cantos das paginas mais escuro mas o pior foi que veio o post it com algo escrito, dava pra ver claramente que o produto ja foi usado. Ele foi presente para meu namorado entao foi muuuuuito chato quando ele abriu e viu o post it.... foi pessimo. Perdi a confianca em vcs. Recomendo o livro mas nao a americanas.com",Negativo
"KKKKKK, não recebi o produto e chega o formulário de avaliação. Continuo esperando.",Negativo
"Um purificador bom ,  se a água fosse gelada, seria melhor.",Neutro
"O Produto está dentro das expectativas, mas a vendedora não encaminhou junto a bolsa que deria acompanhar o produto. Acionada por um dos canais de comunicação disponibilizados, limitou-se a indicar outro canal, transferindo o ônus de seu erro para o consumidor.",Neutro
Produto fácil e muito pratico na hora de usar. Entrega antes do prazo.,Positivo
"Estou bastante satisfeito com a marca, parabéns pela agilidade.",Positivo
o distribuidor não conseguir me entregar produto algum logo nao consigo avaliar nada  obs: deveria ter essa opção para avaliar o distribuidor,Negativo
"Comprei um Dell Inspiron, mas o meu deu problemas logo nos primeiros meses e o HD durou apenas o tempo da garantia. Apesar de ter tentado uma solução junto a Dell não recebi retorno, apenas um orçamento de 900 e poucos reais pra trocar o HD. Péssima experiência. Dell nunca mais e não recomendo.",Negativo
Meu neto adorou o livro. Chegou em condições perfeitas. Recomendo o livro e as Lojas Americanas. Compro sempre no site das americanas,Positivo
Muito prático mas muito frágil. O balde vira com facilidade.,Neutro
"Fato; paguei, não recebi. Não tive estorno até aqui e a Americanas.com não está me auxiliando! Lixo!",Negativo
"Adorei o tapete,mas não pude comprar por quê no site só tem opção de boleto para pagar na loja física. E eu que queria pagar em banco ou caixa loterica,uma pena mesmo.",Positivo
"Gostamos muito da qualidade dos produtos. Recomendamos, com certeza.",Positivo
"o produto é bom realmente funciona, mas em pouquíssimo tempo de uso a camada antiaderente já esta descascando mesmo tomando muito cuidado com a limpeza, no mais funciona conforme descrito.",Neutro
"Muito confortável, cobre toda a orelha, ainda que passe muito tempo usando-o não apresenta qualquer desconforto. É prático e fácil de usar, apesar de ser grande. O fato das ear cups poderem ser removidas para higienização deu a este produto da Logitec um ponto a mais em relação a outros headsets de outras marcas. Se está procurando um headset para jogos, ouvir músicas, usar como dispositivo de comunicação em aplicativos como Skype por exemplo, a um preço justo, este é o produto. Estou satisfeito com o produto. Adquira o seu e seja feliz.",Positivo
Por caberem um dentro do outro super fácil de organizar no armário.,Positivo
"Comprei o produto, o mesmo ficou 30 dias parado na alfandega, tentei contato com a Americanas, enviei milhares de e-mail e tudo o que eu recebia eram respostas robotizadas sem sentindo algum, parecia que ninguém lia meu e-mail.  E para a minha surpresa, não existe um telefone da Americanas onde eu consiga contato com algum atendente.  Legal né?  No fim desisti da compra do produto, e recebi o dinheiro de volta.",Negativo
"Acredito que o produto seja bom para quebrar um galho como liga-lo em um smartphone ou aparelhos similares, ou mesmo para você ter um teclado para backup. Ele possui todas as funções e funciona muito bem, porém achei as teclas um pouco duras, o que pode tornar a digitação cansativa.  Destaque para a película emborrachada removível que vem com ele, ideal para evitar líquidos que podem cair. Isso é muito bacana.",Neutro
"Parece frágil ,mas aguenta bem o peso.Demora alguns anos para oxidar na chuva e Sol. Comprei mais 2 pois já tinha um antigo que sempre me atendeu bem.",Neutro
"GOSTEI MUITO DO PRODUTO, EXCELENTE, SUPRIU MINHAS NECESSIDADES. ENTREGA ANTES DO PRAZO ESTIPULADO. PARABÉNS LOJAS AMERICANAS.",Positivo
No manual do produto diz que a porta pode ser invertida. Liguei pra Brastemp e eles disseram que se eu inverter a porta as consequências de mau funcionamento do equipamento seria minha. Um absurdo! Achava que a Brastemp era uma empresa séria! Não comprem.,Negativo
Excelente custo benefício tendo em vista o valor dos produtos.,Positivo
Ameiiii!! Mais um pouco se Sr. Grey.. Super recomendo..,Positivo
"COZINHA BEM, NÃO FAZ BARULHO, ÓTIMO PRODUTO. RECOMENDO MUITO, POIS VALE A PENA COMPRAR.",Positivo
"A loja estava vendendo algo que não tinha mais no estoque. Sendo assim a loja cancelou a compra, e assim não posso dar uma uma opinião sobre o produto. Obrigada as lojas americanas, por terem resolvido o meu caso nessa compra.",Negativo
"Comprei a impressora e veio sem o cabo, na caixa não vem especificando o que exatamente estamos comprando, HP é uma ótima marca, a cópia funcionou bem,  porém deixou a desejar com uma economia porca, decepcionada!",Neutro
"Fiz a compra pela loja Americanas.com, porém a transação é realizada pela loja Dominio. Devido a demora e mal atendimento dessa loja cancelei o pedido.",Negativo
"Recebi o produto e não funcionou, solicitei a troca, recebi os dados para a devolução, foi colocado no correio conforme solicitado e até agora (mais de um mês) não recebi outro produto e não consigo contato com ninguém ... por favor me ajudem!",Negativo
Cores desbotadas imagem diferente da foto muito diferente do que imaginava só não devolvi devido a burocracia pra troca ou reembolso.,Negativo
Muito bom livro. Recomendo para quem busca o crescimento espiritual.,Positivo
"Não pude avaliar o produto que deveria ter chegado dia 18/04/18, mas até hoje, dia 29/04/18.",Negativo
Recomendo este produto. Ótimo custo e benefício. Entrega excelente. Ameiiii,Positivo
"Bonita e eficiente, estou muito satisfeito, recomendo.",Positivo
"Fiz a compra do produto com pagamento autorizado no dia 30/12/2017 e até hoje 08/01/2018 o produto não saiu para entrega, o status é o mesmo des de então, ja enviei duas daquelas mensagens que de nada adianta pois nao tive exatamente nenhum retorno de ninguem.",Negativo
"O produto é bom , era o que eu esperava . Guarda o papel higiênico evitando insetos e poeira.",Neutro
"O formato do aparelho é ÓTIMO, dá para digitar e olhar o visor de frente, enquanto se mantém o fone na outra mao. Só que, com menos de uma semana após minha compra ter chegado, o telefone deu curto na linha. Ele e um outro igual que eu tinha comprado há uns 2 ou 3 meses. Assim nao adianta o design ser bom...",Negativo
"O produto é bonito e mto útil, só não achei legal pq a parte de baixo não veio revestido de napa, igual o azul marinho que comprei. Acho q devia ser todos iguais.",Positivo
"Comprei para usar onde não pega o celular, lugar com muitas árvores e terreno irregular. Até na distância de 1,5 km funcionou bem.",Neutro
Achei maravilhoso as americanas entrega rápida e a qualidade desse travesseiro sensacional super recomendo.,Positivo
não sei se ainda não aprendi regular mas as imagens as vezes aparecem borradas e sempre o fundo muito claro,Neutro
Fiquei satisfeita com o fogão e o prazo de entrega.,Positivo
"Comprei no final de novembro e já realizei algumas sessões, tinha muitos pelos que eram extremamentes grossos hj posso dizer q eles foram reduzidos a 80%. Estou muito satisfeita e sem contar q a entrega foi super rápida. Estava muito receosa em realizar a compra, pois o produto é caro, mas vale a pena cada centavo pago por ele.",Positivo
"PRoduto de alta qualidade, e a velocidade é sensacional",Positivo
"a empresa, que imprimir as fotos em papel de parede, deveria entrar em contato com cliente, para saber, como gostaria da tonalidade do papel, porque a maioria ficam escuro a paisagem , e o cliente não gosta da tonalidade da cor, da imagem.",Neutro
"Produto veio amassado, entrei em contato com a loja sem solução",Negativo
"Produto bom , porém muito básico e simples se você for bater bastante e usar muito recomendo outro com a potência maior.",Neutro
Rápida a entrega e o produto é bom. Recomendo a compra deste produto,Positivo
"Muito bom, é bonito e tudo de bom num só aparelho, maravilhoso!!!!!",Positivo
Nao tem como avaliar o produto. Se eu nao recebi ainda.,Negativo
"Amei muito esse celular, com muita memoria tudo funciona legal e tudo de bom",Positivo
"Adorei,  Mesmo tendo recebido com uma tampa errada a troca foi feita muito rápida.",Positivo
"Achei que fosse melhor, quando liga o aparelho ele super aquece, nao da nem p por a mao p tirar a pipoca toda...  nao recomendo",Negativo
"Produto parece bom para proteger o colchão de suor e umidade externa. De algum líquido, em pequena quantidade, que caia também.",Neutro
"Material sintético, acabamento ruim, proporcionando pouca aderência ao local de vedação.",Negativo
"Ela é muito requintada, podendo ser usada para outras finalidades como fruteira e etc. Amei !",Positivo
"bom, porem a embalagem veio completamente destruida",Neutro
essse  produto nao tem opiçao de compra no boleto quero muito mais nao consigo,Neutro
Não recomendo pois fica mal colado e não adianta fazer nada que não resolve,Negativo
Muuuuuuuuuuuuuuuuuuuuuuuuito boooooooooooom! Recomendo muito! Podem comprar!,Positivo
"O carregador chegou todo quebrado, não é o mesmo cabo da foto, foi uma péssima experiência, NUNCA mais comprarei nessa loja. Não recomendo para ninguém.",Negativo
Muito bom. Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,Neutro
"Simples, de construção barata, acabamento mediano. Interessante para quem está aprendendo a fazer ajustes e não quer gastar muito no aprendizado, ou pretende fazer um upgrade em uma guitarra simples.",Neutro
Bom celular. Belo designer. Rapido. Atende minhas expectativas,Neutro
"Ainda não tenho opinião formada,pois ainda não vir resultados no produto.podem sem que alguns dia posso tem outra opinião.",Negativo
Mas não é tão silencioso como prometido hhhhjjj mnbgf gggjj hssegh ghgcvhj hgdddbk,Neutro
"ótimo produto , com cores vivas e entrega muito antes do previsto.",Positivo
"Chegou bem antes do prazo e conforme anúncio, adorei o relógio muito lindo , loja confiável eu recomendo !!",Positivo
"Normalmente uso tamanho 35 para sapatos e sandálias com salto. Comprei o tamanho 36, porém ficou apertado na parte do peito do pé.",Neutro
"Material fraco, de péssima qualidade. A bateria veio com defeito, só puder usar uma vez. Já solicitei a devolução.",Negativo
"Otimo produto, recomendo a compra. Excelente marca.",Neutro
Estou arrependida pq só veio o motor e não chegaram as peças acessórias. Como vou usar? Arrependimento total e desrespeito com o cliente. Não recomendo,Negativo
Muito boa fotos excelentes tamanho peso ideiais para iniciantes.,Positivo
Notebook muito bom. Características adequadas para games. Vale o investimento.,Positivo
"O livro chegou bem embalado e intacto... o único detalhe que não agradou é o fato do livro ser confeccionado tipo Espiral e não Brochura, como sugere a ilustração (sem o espiral), sendo que em sua descrição no site não avisa sobre essa característica do produto.",Neutro
"produto de excelente qualidade, único ponto fraco é a vida da util bateria, e por não vir carregador, mas a entrada é padrão de celular",Neutro
Fácil e prático. Adorei . Ideal para qualquer lugar .,Positivo
"Meu banheiro ficou sequinho e muito bonito com esse kit box, entrega e instalação antes do esperado, super recomendo, mais barato que qualquer vidraçaria que consultei. Custo beneficio 10!",Positivo
"Super pratico, facilita o trabalho na hora de cozinhar!",Positivo
"Produto Muito Fraco, Não Amola Direito, Não Gostei Joguei Fora.",Negativo
"Gostei  da fritadeira, igual a que esta na imagem, chegou antes do prazo previsto. mas não gostei para fritar batatas em rodelas. elas ficam sem gosto. no mais esta me atendendo bem.",Positivo
"Entrega rápida, vendedor excelente! Podem comprar sossegados!",Positivo
"O produto não gela. Apenas deixa frio. Nunca coloquei nada natural para ver se gela. Sempre tirei as coisas direto da geladeira. Na parte da tarde que é mais quente água por exemplo está apenas fria. Mas achei melhor que garrafa térmica, mas com investimento bem maior também.",Neutro
"No primeiro mim e achei q o produto era original, posteriormente usando o mesmo, afirmo com toda certeza que não é. Este perfume é o meu preferido e sei diferenciar o original do falso!!!",Negativo
"Lojas Americanas como sempre, está de parabéns.. entrega rápida e segura!!  #excelente",Positivo
"Aparelho excelente, gela muito e é bem silencioso.",Positivo
"comprei esse mouse sem fio HP achando que iria funcionar ele liga acende a linda luz azul dele mas não funciona fiz todos os testes recomendados pela marca inclusive tive mais um gasto com pilhas novas e nada de funcionar, querem comprar mesmo assim comprem, mas pensem duas, três, quatro vezes antes de comprar se mesmo assim quiserem comprar ok vai que seja o sortudão, eu nao fui infelizmente fiquei com o prejuízo.",Negativo
"Comprei para meu filho pois seria o primeiro violão dele, o anuncio mencionava ideal para iniciantes, mas ele não produz nenhum som, e veio com corda quebrada. uma porcaria, não compre.",Negativo
"Muito bom produto, indico o produto.aaaassfghbhhnbjjbnjbnkmdjjcjjc",Positivo
"PRODUTO FALSIFICADO. Americanas, estou decepcionado com vcs. perderam cliente. nunca mais, americanas lixo.",Negativo
"o produto simplesmente não cumpre sua Função não consegui aparar os pêlos ,pois não apara .joguei no lixo.",Negativo
"A conexão de entrada é muito grande/larga, dificultando a entrada/encaixe do plug, fazendo com que os pinos do plug fiquem soltos e com mal contato, dificultando a passagem da corrente elétrica, qualquer movimentação na mesa o plug desencaixa e desliga os equipamentos.",Negativo
Melhor do que eu esperava.  rsrsrs...  Recomendo.  Muito bom. Tira todo o suco da fruta e o melhor de tudo sem barulho.  Motor silencioso.,Positivo
"Estou esperando a mesa até hoje dia 8/01/2018, e ainda não foi entregue....já se passaram mais de 30 dias....por favor me devolver o dinheiro, senão precisarei fazer um Boletim de Ocorrência de Estelionato. Atenciosamente, Elcio Polezer",Negativo
mito bom gostei e sempre precisar eu retorno no site!,Neutro
Ferro esfria rápido fora da base. Serve em caso de uma peça que você precisa passar na hora de sair. Para as roupas do dia a dia comprei outro com fio.,Negativo
"1) A código da nota fiscal segundo o site da fazenda (link) necessita de 44 números e o informado por vcs via e-mail possui 40, portanto não consegui visualizar a NF.  2) A máquina em questão não possui tomada padrão (Brasil), não tem selo do INMETRO nem no produto e nem na caixa. Aparentemente é ""falso""!!!  E segundo site da própria Wahl;  ""Fornecemos até 2 anos de garantia nos produtos comercializados pela Wahl Brasil, não dando suporte técnico e garantia a produtos que não são originais e/ou não tenham certificado INMETRO e/ou não são comercializados pela Wahl Brasil."" (http://wahlglobal.com/brazil/hairstyling/wahl-legal.html).  Comprei produto na confiança e garantia da marca Americana e recebo um produto aparentemente falso ou pelo menos fora dos padrões brasileiro.",Negativo
"Recebi um produto completamente divergente da imagem Não comprem pois serão enganados como eu fui  O que me enviaram tem o tamanho de uma garrafa pet 2l  Ridículo, não comprem",Negativo
O efeito da coleira é para durar aproximadamente 8 meses. Faz pouco dias que estou com o produto. Por enquanto o produto está funcionando excelentemente bem. Vamos ver daqui alguns meses se vai continuar funcionando.,Positivo
Avaliei como péssimo porque o produto veio usado.fiquei muito frustrada ao abrir a caixa e ver que o produto estava sujo engordurado faltando peças. Pedi a troca e ainda não  obtive resposta.por favor me respondam ou terei que entrar com uma ação  judicial.,Negativo
"Gente, produto maravilhosos, super recomendo, recebi antes do prazo!!!",Positivo
"Gostei da praticidade de poder pagar na própria loja,da rapidez do transporte e da forma em que a loja interage com o cliente informando onde o produto se encontra; parabéns recomendo.",Neutro
Cumpriu o prometido! Recomendo a todos que quiserem comprar.,Positivo
"Entrega dentro do prazo indicado, produto em perfeito estado.",Positivo
Este livro é ótimo para preparação para concursos!,Positivo
Produto atende as expectativas e a entrega  foi  muito rápida,Positivo
"Achei o tecido muito sintético, um par veio repetido, chegou antes do prazo é de modo geral é bom o custo beneficio",Neutro
"Bom para a faixa de preço dele, realmente vale a pena!",Positivo
"O produto é bom, mas não é como na embalagem. Comprei pensando ter esta escova uma cabeça fina, como outra da mesma marca e como a embalagem mostra, mas ao abrir o produto notei que a cabeça da escova possui a mesma espessura de todas as outras.",Neutro
"O meu cabelo ficou grudando, muito estranho. Nunca tinha acontecido antes.",Negativo
"Adorei a TV até acho que não tem outra marca que seja melhor que a Toschiba pode até ter igual mas não que seja melhor.  A entrega foi muito Rápido, a única coisa que deixou a desejar foi o código para rastreamento, mas foi porque o envio goi através de transportadora.  Enfim deixo o meu PARABÉNS Americanas. com",Positivo
"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx, muito bom!",Neutro
Adorei o produto e chegou no prazo estipulado pela loja. Recomendo!!,Positivo
O produto é de boa qualidade e de fácil montagem. Gostei muito.,Neutro
Achei o tecido mt ruim e desbota fácil. O lençol enche de bolinas.  Falam 150 fisso mais na verdade é poliéster.,Negativo
